,index,County,GeoName,Mother.s.Hispanic.Origin,Year,Births,Total.Population,Birth.Rate,Female.Population,Fertility.Rate,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,GDP,mrate,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,Crude.Marriage.Rate
11568,"Sacramento County, CA, 2007","Sacramento County, CA","Sacramento, CA",1,2007,6665,280765,23.74,66797,99.78,3353.42,26.4,38.77,38.4493,-121.3443,12.52,62,38505,73877100,-23.74,23.89,263.1278827,0.237910708,0.154926182,1,24.8,7.055172412
11569,"Sacramento County, CA, 2007","Sacramento County, CA","Sacramento, CA",2,2007,15351,1100396,13.95,232504,66.02,3322.42,28.1,38.78,38.4493,-121.3443,12.52,62,38505,73877100,-13.95,33.68,67.13683074,0.211291208,0.154926182,1,24.8,7.055172412
11570,"Sacramento County, CA, 2007","Sacramento County, CA","Sacramento, CA",3,2007,103,NA,NA,NA,NA,3188.8,30.86,38.19,38.4493,-121.3443,12.52,62,38505,73877100,NA,NA,NA,NA,0.154926182,1,24.8,7.055172412
12218,"Santa Cruz County, CA, 2007","Santa Cruz County, CA","Santa Cruz, CA",1,2007,1986,76171,26.07,19013,104.45,3339.93,26.48,38.86,37.0562,-122.0018,17.15,56.5,46096,10879880,-26.07,21.56,142.8349372,0.249609431,0.147940814,2,34.2,7.055172412
12219,"Santa Cruz County, CA, 2007","Santa Cruz County, CA","Santa Cruz, CA",2,2007,1541,177133,8.7,35788,43.06,3411.16,31.31,39.03,37.0562,-122.0018,17.15,56.5,46096,10879880,-8.7,38.93,61.42209526,0.202040275,0.147940814,2,34.2,7.055172412
12220,"Santa Cruz County, CA, 2007","Santa Cruz County, CA","Santa Cruz, CA",3,2007,44,NA,NA,NA,NA,3190.98,31.39,37.79,37.0562,-122.0018,17.15,56.5,46096,10879880,NA,NA,NA,NA,0.147940814,2,34.2,7.055172412
3267,"Delaware County, IN, 2012","Delaware County, IN","Delaware, IN",3,2012,NA,NA,NA,NA,NA,0,0,0,40.2275,-85.3969,35.33,54.3,31077,3557025,NA,NA,NA,NA,0.104844756,3,22.2,7.0588964
3268,"Delaware County, IN, 2012","Delaware County, IN","Delaware, IN",2,2012,1200,115110,10.42,26456,45.36,3223.75,26.17,38.54,40.2275,-85.3969,35.33,54.3,31077,3557025,-10.42,37.21,30.90109461,0.229832334,0.104844756,3,22.2,7.0588964
3269,"Delaware County, IN, 2012","Delaware County, IN","Delaware, IN",1,2012,25,2254,11.09,624,40.06,2939.32,25.84,37.92,40.2275,-85.3969,35.33,54.3,31077,3557025,-11.09,36.54,1578.094499,0.276841171,0.104844756,3,22.2,7.0588964
10643,"Pinellas County, FL, 2014","Pinellas County, FL","Pinellas, FL",3,2014,115,NA,NA,NA,NA,3142.9,30,37.98,27.9199,-82.7256,56.11,72.5,46560,41382312,NA,NA,NA,NA,0.161652621,1,27.2,7.058963989
10644,"Pinellas County, FL, 2014","Pinellas County, FL","Pinellas, FL",2,2014,7326,855266,8.57,137267,53.37,3274.8,28.34,38.74,27.9199,-82.7256,56.11,72.5,46560,41382312,-8.57,39.06,48.3853117,0.160496267,0.161652621,1,27.2,7.058963989
10645,"Pinellas County, FL, 2014","Pinellas County, FL","Pinellas, FL",1,2014,1087,82832,13.12,18580,58.5,3309.84,27.76,38.72,27.9199,-82.7256,56.11,72.5,46560,41382312,-13.12,34.51,499.5932973,0.224309446,0.161652621,1,27.2,7.058963989
3338,"Denver County, CO, 2019","Denver County, CO","Denver, CO",3,2019,166,NA,NA,NA,NA,3040.87,31.09,38.21,39.762,-104.8758,14.52,49.8,86539,74702568,NA,NA,NA,NA,0.078252392,1,52.5,7.060307573
3339,"Denver County, CO, 2019","Denver County, CO","Denver, CO",1,2019,3303,212984,15.51,50332,65.62,3162.19,27.78,38.58,39.762,-104.8758,14.52,49.8,86539,74702568,-15.51,32.12,350.7426286,0.236318221,0.078252392,1,52.5,7.060307573
3340,"Denver County, CO, 2019","Denver County, CO","Denver, CO",2,2019,5920,514227,11.51,130158,45.48,3167.37,31.95,38.66,39.762,-104.8758,14.52,49.8,86539,74702568,-11.51,36.12,145.2715785,0.253113897,0.078252392,1,52.5,7.060307573
5783,"Imperial County, CA, 2006","Imperial County, CA","Imperial, CA",1,2006,2803,124555,22.5,27401,102.3,3329.5,26.03,38.74,33.0395,-115.3653,1.09,74.2,25431,6314043,-22.5,25.13,50.69281041,0.219991169,0.144394256,3,10.3,7.060344831
5784,"Imperial County, CA, 2006","Imperial County, CA","Imperial, CA",2,2006,320,35950,8.9,4965,64.45,3327.08,27.36,38.32,33.0395,-115.3653,1.09,74.2,25431,6314043,-8.9,38.73,175.6340195,0.138108484,0.144394256,3,10.3,7.060344831
3657,"Eaton County, MI, 2007","Eaton County, MI","Eaton, MI",2,2007,1012,103619,9.77,20370,49.68,3333.54,27.27,38.76,42.5961,-84.8383,33.89,48.5,32145,4232099,-9.77,37.86,40.84288596,0.196585568,0.179073073,2,21.7,7.061194033
3658,"Eaton County, MI, 2007","Eaton County, MI","Eaton, MI",3,2007,95,NA,NA,NA,NA,3434.35,27.19,38.87,42.5961,-84.8383,33.89,48.5,32145,4232099,NA,NA,NA,NA,0.179073073,2,21.7,7.061194033
3659,"Eaton County, MI, 2007","Eaton County, MI","Eaton, MI",1,2007,44,4739,9.28,1074,40.97,3242.73,25.45,38.73,42.5961,-84.8383,33.89,48.5,32145,4232099,-9.28,38.35,893.0362946,0.226630091,0.179073073,2,21.7,7.061194033
6760,"Kent County, MI, 2007","Kent County, MI","Kent, MI",3,2007,25,NA,NA,NA,NA,3200.52,23.84,38.8,43.0322,-85.5493,31.32,48.8,39013,33620253,NA,NA,NA,NA,0.153719337,2,25.8,7.061194033
6761,"Kent County, MI, 2007","Kent County, MI","Kent, MI",1,2007,1429,54537,26.2,12719,112.35,3307.81,25.7,38.84,43.0322,-85.5493,31.32,48.8,39013,33620253,-26.2,21.43,616.4668574,0.233217815,0.153719337,2,25.8,7.061194033
6762,"Kent County, MI, 2007","Kent County, MI","Kent, MI",2,2007,8096,543540,14.89,116488,69.5,3331.83,27.44,38.7,43.0322,-85.5493,31.32,48.8,39013,33620253,-14.89,32.74,61.85423888,0.214313574,0.153719337,2,25.8,7.061194033
1227,"Boone County, MO, 2008","Boone County, MO","Boone, MO",3,2008,NA,NA,NA,NA,NA,0,0,0,38.9906,-92.3097,60.19,52.9,37307,7093101,NA,NA,NA,NA,0.127599011,3,41.7,7.061538463
1228,"Boone County, MO, 2008","Boone County, MO","Boone, MO",1,2008,59,4573,12.9,1233,47.85,3366.86,28.64,38.8,38.9906,-92.3097,60.19,52.9,37307,7093101,-12.9,34.73,1551.082659,0.269626066,0.127599011,3,41.7,7.061538463
1229,"Boone County, MO, 2008","Boone County, MO","Boone, MO",2,2008,2008,153516,13.08,40440,49.65,3301.51,27.5,38.54,38.9906,-92.3097,60.19,52.9,37307,7093101,-13.08,34.55,46.20431095,0.263425311,0.127599011,3,41.7,7.061538463
13679,"Tazewell County, IL, 2003","Tazewell County, IL","Tazewell, IL",1,2003,27,1648,16.38,353,76.49,3365.26,27.37,38.85,40.5075,-89.5134,37.32,51,30367,6019332,-16.38,31.25,3652.507282,0.214199029,0.221511222,2,18.1,7.065217395
13680,"Tazewell County, IL, 2003","Tazewell County, IL","Tazewell, IL",2,2003,1565,127122,12.31,24530,63.8,3313.76,27.18,38.4,40.5075,-89.5134,37.32,51,30367,6019332,-12.31,35.32,47.35082834,0.192964239,0.221511222,2,18.1,7.065217395
9367,"Muscogee County, GA, 2020","Muscogee County, GA","Muscogee, GA",1,2020,337,15659,21.52,3467,97.2,3192.26,27.82,38.13,32.51,-84.8771,67.97,65.5,45144,9360230,-21.52,26.11,597.7540073,0.22140622,0.094526629,2,27.6,7.06660532
9368,"Muscogee County, GA, 2020","Muscogee County, GA","Muscogee, GA",2,2020,2456,180783,13.59,37988,64.65,3132.89,27.42,37.92,32.51,-84.8771,67.97,65.5,45144,9360230,-13.59,34.04,51.77605195,0.210130377,0.094526629,2,27.6,7.06660532
9369,"Muscogee County, GA, 2020","Muscogee County, GA","Muscogee, GA",3,2020,22,NA,NA,NA,NA,3222.45,29.77,38.5,32.51,-84.8771,67.97,65.5,45144,9360230,NA,NA,NA,NA,0.094526629,2,27.6,7.06660532
10178,"Osceola County, FL, 2020","Osceola County, FL","Osceola, FL",1,2020,2705,215871,12.53,48492,55.78,3248.26,28.47,38.53,28.0626,-81.1495,52.05,74.8,39421,9751770,-12.53,35.1,45.17406229,0.224634157,0.090627149,1,24.3,7.068260644
10179,"Osceola County, FL, 2020","Osceola County, FL","Osceola, FL",2,2020,1773,169444,10.46,32582,54.42,3244.3,29.76,38.47,28.0626,-81.1495,52.05,74.8,39421,9751770,-10.46,37.17,57.55158046,0.192287717,0.090627149,1,24.3,7.068260644
10180,"Osceola County, FL, 2020","Osceola County, FL","Osceola, FL",3,2020,NA,NA,NA,NA,NA,2413,26.33,33,28.0626,-81.1495,52.05,74.8,39421,9751770,NA,NA,NA,NA,0.090627149,1,24.3,7.068260644
14646,"Wayne County, NC, 2008","Wayne County, NC","Wayne, NC",1,2008,325,10814,30.05,2573,126.31,3348.41,26.27,39.12,35.364,-78.004,47.59,61.7,31369,4569393,-30.05,17.58,422.544202,0.23793231,0.174764407,3,15,7.068292686
14647,"Wayne County, NC, 2008","Wayne County, NC","Wayne, NC",3,2008,NA,NA,NA,NA,NA,0,0,0,35.364,-78.004,47.59,61.7,31369,4569393,NA,NA,NA,NA,0.174764407,3,15,7.068292686
14648,"Wayne County, NC, 2008","Wayne County, NC","Wayne, NC",2,2008,1449,109096,13.28,21311,67.99,3280.91,25.58,38.77,35.364,-78.004,47.59,61.7,31369,4569393,-13.28,34.35,41.88414791,0.195341717,0.174764407,3,15,7.068292686
962,"Berkshire County, MA, 2013","Berkshire County, MA","Berkshire, MA",3,2013,NA,NA,NA,NA,NA,3555,30,39.67,42.3707,-73.2064,45.48,45.7,44940,6550820,NA,NA,NA,NA,0.139614925,3,29.8,7.071337621
963,"Berkshire County, MA, 2013","Berkshire County, MA","Berkshire, MA",2,2013,961,124601,7.71,20997,45.77,3312.91,28.64,38.76,42.3707,-73.2064,45.48,45.7,44940,6550820,-7.71,39.92,52.57437741,0.168513896,0.139614925,3,29.8,7.071337621
964,"Berkshire County, MA, 2013","Berkshire County, MA","Berkshire, MA",1,2013,88,4984,17.66,1244,70.74,3351.99,27.68,39.05,42.3707,-73.2064,45.48,45.7,44940,6550820,-17.66,29.97,1314.369984,0.249598716,0.139614925,3,29.8,7.071337621
9391,"Muskegon County, MI, 2011","Muskegon County, MI","Muskegon, MI",3,2011,NA,NA,NA,NA,NA,3750,18,39,43.2912,-86.152,39.15,48.3,30900,5477337,NA,NA,NA,NA,0.096286091,3,16.8,7.072358119
9392,"Muskegon County, MI, 2011","Muskegon County, MI","Muskegon, MI",2,2011,1998,162868,12.27,29812,67.02,3234.91,26.08,38.63,43.2912,-86.152,39.15,48.3,30900,5477337,-12.27,35.36,33.63052902,0.183043937,0.096286091,3,16.8,7.072358119
9393,"Muskegon County, MI, 2011","Muskegon County, MI","Muskegon, MI",1,2011,160,8434,18.97,1863,85.88,3230.84,25.74,38.46,43.2912,-86.152,39.15,48.3,30900,5477337,-18.97,28.66,649.435262,0.220891629,0.096286091,3,16.8,7.072358119
7844,"Madison County, IL, 2007","Madison County, IL","Madison, IL",1,2007,162,6523,24.84,1491,108.65,3285.49,26.35,38.76,38.8297,-89.9049,30.57,56.8,34070,10474261,-24.84,22.79,1605.74291,0.228575809,0.200716578,1,19.2,7.072463768
7845,"Madison County, IL, 2007","Madison County, IL","Madison, IL",2,2007,3186,260859,12.21,53154,59.94,3241.05,26.58,38.4,38.8297,-89.9049,30.57,56.8,34070,10474261,-12.21,35.42,40.15296003,0.203765252,0.200716578,1,19.2,7.072463768
7846,"Madison County, IL, 2007","Madison County, IL","Madison, IL",3,2007,NA,NA,NA,NA,NA,3572,39,44,38.8297,-89.9049,30.57,56.8,34070,10474261,NA,NA,NA,NA,0.200716578,1,19.2,7.072463768
3462,"Douglas County, NE, 2011","Douglas County, NE","Douglas, NE",3,2011,NA,NA,NA,NA,NA,3600,29.67,40.67,41.2954,-96.1543,30.09,50.4,54254,37488500,NA,NA,NA,NA,0.074219651,2,36.2,7.074253945
3463,"Douglas County, NE, 2011","Douglas County, NE","Douglas, NE",1,2011,1400,60234,23.24,13650,102.56,3264.69,26.84,38.52,41.2954,-96.1543,30.09,50.4,54254,37488500,-23.24,24.39,622.3810472,0.226616197,0.074219651,2,36.2,7.074253945
3464,"Douglas County, NE, 2011","Douglas County, NE","Douglas, NE",2,2011,6872,464627,14.79,97907,70.19,3299.05,28.42,38.62,41.2954,-96.1543,30.09,50.4,54254,37488500,-14.79,32.84,80.68515175,0.210721719,0.074219651,2,36.2,7.074253945
5421,"Hillsborough County, NH, 2010","Hillsborough County, NH","Hillsborough, NH",3,2010,27,NA,NA,NA,NA,3467.3,29.44,38.48,42.9153,-71.7161,47.61,48.8,47642,21369036,NA,NA,NA,NA,0.162117783,2,35.3,7.074747767
5422,"Hillsborough County, NH, 2010","Hillsborough County, NH","Hillsborough, NH",2,2010,4093,379480,10.79,73739,55.51,3362.76,28.97,38.89,42.9153,-71.7161,47.61,48.8,47642,21369036,-10.79,36.84,56.31136292,0.194315906,0.162117783,2,35.3,7.074747767
5423,"Hillsborough County, NH, 2010","Hillsborough County, NH","Hillsborough, NH",1,2010,368,21241,17.32,5033,73.12,3265.78,26.77,38.49,42.9153,-71.7161,47.61,48.8,47642,21369036,-17.32,30.31,1006.027776,0.236947413,0.162117783,2,35.3,7.074747767
10422,"Penobscot County, ME, 2010","Penobscot County, ME","Penobscot, ME",3,2010,NA,NA,NA,NA,NA,0,0,0,45.4006,-68.6495,47.1,45.8,33530,5847990,NA,NA,NA,NA,0.203725239,3,23.4,7.074966054
10423,"Penobscot County, ME, 2010","Penobscot County, ME","Penobscot, ME",2,2010,1496,152303,9.82,30479,49.08,3356.22,26.94,38.92,45.4006,-68.6495,47.1,45.8,33530,5847990,-9.82,37.81,38.39707688,0.200120812,0.203725239,3,23.4,7.074966054
10424,"Penobscot County, ME, 2010","Penobscot County, ME","Penobscot, ME",1,2010,19,1620,11.73,388,48.97,3235.21,26,39.47,45.4006,-68.6495,47.1,45.8,33530,5847990,-11.73,35.9,3609.87037,0.239506173,0.203725239,3,23.4,7.074966054
6340,"Johnson County, IA, 2012","Johnson County, IA","Johnson, IA",3,2012,NA,NA,NA,NA,NA,0,0,0,41.6715,-91.5881,27.7,52.8,44706,7705544,NA,NA,NA,NA,0.06079946,3,51.2,7.077705596
6341,"Johnson County, IA, 2012","Johnson County, IA","Johnson, IA",2,2012,1703,129312,13.17,33348,51.07,3335.1,29.63,38.67,41.6715,-91.5881,27.7,52.8,44706,7705544,-13.17,34.46,59.58877753,0.257887899,0.06079946,3,51.2,7.077705596
6342,"Johnson County, IA, 2012","Johnson County, IA","Johnson, IA",1,2012,129,7005,18.42,1930,66.84,3311.98,28.84,38.52,41.6715,-91.5881,27.7,52.8,44706,7705544,-18.42,29.21,1100.006281,0.275517488,0.06079946,3,51.2,7.077705596
10874,"Polk County, IA, 2007","Polk County, IA","Polk, IA",1,2007,881,27699,31.81,6195,142.21,3339.59,25.88,38.82,41.6855,-93.5735,43.55,50.4,42368,34440970,-31.81,15.82,1243.401206,0.223654284,0.152683621,2,29.7,7.078260869
10875,"Polk County, IA, 2007","Polk County, IA","Polk, IA",2,2007,6036,385325,15.66,83638,72.17,3346.8,27.52,38.74,41.6855,-93.5735,43.55,50.4,42368,34440970,-15.66,31.97,89.38161292,0.217058327,0.152683621,2,29.7,7.078260869
10876,"Polk County, IA, 2007","Polk County, IA","Polk, IA",3,2007,NA,NA,NA,NA,NA,3340,33,39,41.6855,-93.5735,43.55,50.4,42368,34440970,NA,NA,NA,NA,0.152683621,2,29.7,7.078260869
3610,"Duval County, FL, 2009","Duval County, FL","Duval, FL",1,2009,1289,63372,20.34,15334,84.06,3260.37,26.98,38.55,30.3316,-81.6708,58.76,69.3,35432,48765486,-20.34,27.29,769.5115508,0.241968062,0.149444926,1,25.6,7.078651684
3611,"Duval County, FL, 2009","Duval County, FL","Duval, FL",3,2009,NA,NA,NA,NA,NA,3099.14,27,39.29,30.3316,-81.6708,58.76,69.3,35432,48765486,NA,NA,NA,NA,0.149444926,1,25.6,7.078651684
3612,"Duval County, FL, 2009","Duval County, FL","Duval, FL",2,2009,11882,796423,14.92,171258,69.38,3210.57,26.77,38.45,30.3316,-81.6708,58.76,69.3,35432,48765486,-14.92,32.71,61.23063498,0.215033971,0.149444926,1,25.6,7.078651684
7335,"Lee County, FL, 2009","Lee County, FL","Lee, FL",3,2009,NA,NA,NA,NA,NA,3099.67,23,38.67,26.5779,-81.8337,45.05,75,40111,22800485,NA,NA,NA,NA,0.318848533,2,24.6,7.078651684
7336,"Lee County, FL, 2009","Lee County, FL","Lee, FL",2,2009,4576,501850,9.12,75697,60.45,3233.9,27.34,38.46,26.5779,-81.8337,45.05,75,40111,22800485,-9.12,38.51,45.43286839,0.150835907,0.318848533,2,24.6,7.078651684
7337,"Lee County, FL, 2009","Lee County, FL","Lee, FL",1,2009,2017,110447,18.26,25497,79.11,3283.08,26.78,38.64,26.5779,-81.8337,45.05,75,40111,22800485,-18.26,29.37,206.4382464,0.230852807,0.318848533,2,24.6,7.078651684
12362,"Sarasota County, FL, 2009","Sarasota County, FL","Sarasota, FL",3,2009,NA,NA,NA,NA,NA,0,0,0,27.1845,-82.3315,44.3,73.6,44938,14873841,NA,NA,NA,NA,0.455216799,2,29.9,7.078651684
12363,"Sarasota County, FL, 2009","Sarasota County, FL","Sarasota, FL",2,2009,2453,348204,7.04,45034,54.47,3295.67,28.04,38.81,27.1845,-82.3315,44.3,73.6,44938,14873841,-7.04,40.59,42.71588207,0.129332231,0.455216799,2,29.9,7.078651684
12364,"Sarasota County, FL, 2009","Sarasota County, FL","Sarasota, FL",1,2009,476,29058,16.38,6480,73.46,3336.2,27.38,38.93,27.1845,-82.3315,44.3,73.6,44938,14873841,-16.38,31.25,511.8673343,0.223002271,0.455216799,2,29.9,7.078651684
1411,"Broward County, FL, 2017","Broward County, FL","Broward, FL",3,2017,41,NA,NA,NA,NA,3216.29,30.61,38.29,26.1523,-80.4871,67.98,76.9,48825,93781998,NA,NA,NA,NA,0.111631518,1,34.3,7.079213233
1412,"Broward County, FL, 2017","Broward County, FL","Broward, FL",2,2017,15103,1361852,11.09,251312,60.1,3162.06,30.12,38.37,26.1523,-80.4871,67.98,76.9,48825,93781998,-11.09,36.54,68.86357548,0.184536939,0.111631518,1,34.3,7.079213233
1413,"Broward County, FL, 2017","Broward County, FL","Broward, FL",1,2017,7178,574026,12.5,122900,58.41,3247.97,30.22,38.5,26.1523,-80.4871,67.98,76.9,48825,93781998,-12.5,35.13,163.3758715,0.2141018,0.111631518,1,34.3,7.079213233
13583,"Sussex County, DE, 2005","Sussex County, DE","Sussex, DE",1,2005,517,11715,44.13,2685,192.55,3268.62,25.22,38.93,38.6606,-75.39,47.43,56.2,34616,9183445,-44.13,3.5,783.9048229,0.229193342,0.260159574,4,16.6,7.080000002
13584,"Sussex County, DE, 2005","Sussex County, DE","Sussex, DE",2,2005,1744,165507,10.54,28035,62.21,3250.13,26.44,38.45,38.6606,-75.39,47.43,56.2,34616,9183445,-10.54,37.09,55.48674678,0.169388606,0.260159574,4,16.6,7.080000002
13585,"Sussex County, DE, 2006","Sussex County, DE","Sussex, DE",1,2006,557,12853,43.34,2970,187.54,3276.26,25.61,38.62,38.6606,-75.39,46.56,57.8,35813,9518345,-43.34,4.29,740.5543453,0.231074457,0.262404737,4,16.6,7.080000002
13586,"Sussex County, DE, 2006","Sussex County, DE","Sussex, DE",2,2006,1868,169537,11.02,28009,66.69,3279.76,26.39,38.61,38.6606,-75.39,46.56,57.8,35813,9518345,-11.02,36.61,56.14317229,0.165208774,0.262404737,4,16.6,7.080000002
8517,"Merrimack County, NH, 2010","Merrimack County, NH","Merrimack, NH",3,2010,NA,NA,NA,NA,NA,3765,28.5,40,43.2975,-71.6802,46.27,47.7,54141,9305309,NA,NA,NA,NA,0.188890027,4,33.4,7.081156748
8518,"Merrimack County, NH, 2010","Merrimack County, NH","Merrimack, NH",2,2010,1384,144106,9.6,26942,51.37,3357.64,28.73,38.88,43.2975,-71.6802,46.27,47.7,54141,9305309,-9.6,38.03,64.57266873,0.186959599,0.188890027,4,33.4,7.081156748
8519,"Merrimack County, NH, 2010","Merrimack County, NH","Merrimack, NH",1,2010,16,2339,6.84,539,29.68,3323.81,28.94,39.19,43.2975,-71.6802,46.27,47.7,54141,9305309,-6.84,40.79,3978.327918,0.230440359,0.188890027,4,33.4,7.081156748
6151,"Jasper County, MO, 2009","Jasper County, MO","Jasper, MO",3,2009,NA,NA,NA,NA,NA,3334.38,25.38,40,37.2035,-94.3406,50.59,56.2,30391,4759547,NA,NA,NA,NA,0.187809151,3,19.7,7.083333331
6152,"Jasper County, MO, 2009","Jasper County, MO","Jasper, MO",1,2009,228,7709,29.58,1861,122.51,3248.05,25.56,38.27,37.2035,-94.3406,50.59,56.2,30391,4759547,-29.58,18.05,617.4013491,0.241406149,0.187809151,3,19.7,7.083333331
6153,"Jasper County, MO, 2009","Jasper County, MO","Jasper, MO",2,2009,1547,108739,14.23,21921,70.57,3337.23,25.43,38.82,37.2035,-94.3406,50.59,56.2,30391,4759547,-14.23,33.4,43.77037677,0.201592805,0.187809151,3,19.7,7.083333331
10886,"Polk County, IA, 2011","Polk County, IA","Polk, IA",3,2011,NA,NA,NA,NA,NA,2364,33.5,36.5,41.6855,-93.5735,33.66,49.9,43387,30090215,NA,NA,NA,NA,0.07504361,2,34.3,7.086157631
10887,"Polk County, IA, 2011","Polk County, IA","Polk, IA",2,2011,5775,403323,14.32,84956,67.98,3336.01,28.11,38.73,41.6855,-93.5735,33.66,49.9,43387,30090215,-14.32,33.31,74.60575023,0.210640107,0.07504361,2,34.3,7.086157631
10888,"Polk County, IA, 2011","Polk County, IA","Polk, IA",1,2011,727,34076,21.33,7677,94.7,3352.57,26.53,38.8,41.6855,-93.5735,33.66,49.9,43387,30090215,-21.33,26.3,883.0324862,0.225290527,0.07504361,2,34.3,7.086157631
5486,"Hinds County, MS, 2015","Hinds County, MS","Hinds, MS",3,2015,NA,NA,NA,NA,NA,0,0,0,32.2667,-90.4429,59.57,66.9,38483,11234831,NA,NA,NA,NA,0.082061501,2,27.4,7.087247251
5487,"Hinds County, MS, 2015","Hinds County, MS","Hinds, MS",2,2015,3241,238941,13.56,53385,60.71,3020.44,26.29,37.78,32.2667,-90.4429,59.57,66.9,38483,11234831,-13.56,34.07,47.01926835,0.223423356,0.082061501,2,27.4,7.087247251
5488,"Hinds County, MS, 2015","Hinds County, MS","Hinds, MS",1,2015,102,3950,25.82,842,121.14,3083.91,27.93,37.59,32.2667,-90.4429,59.57,66.9,38483,11234831,-25.82,21.81,2844.261013,0.213164557,0.082061501,2,27.4,7.087247251
13167,"St. Joseph County, IN, 2006","St. Joseph County, IN","St. Joseph, IN",1,2006,419,16953,24.72,4121,101.67,3359.49,26.32,38.96,41.6167,-86.2899,43.11,51,34561,12233708,-24.72,22.91,721.6249631,0.24308382,0.197539699,2,23.6,7.088607592
13168,"St. Joseph County, IN, 2006","St. Joseph County, IN","St. Joseph, IN",2,2006,3564,248543,14.34,51972,68.58,3265.23,26.77,38.59,41.6167,-86.2899,43.11,51,34561,12233708,-14.34,33.29,49.22169604,0.209106674,0.197539699,2,23.6,7.088607592
13169,"St. Joseph County, IN, 2007","St. Joseph County, IN","St. Joseph, IN",1,2007,439,17723,24.77,4309,101.88,3337.48,26.12,38.78,41.6167,-86.2899,44.78,50.6,35696,12320158,-24.77,22.86,695.150821,0.243130396,0.195763875,2,23.6,7.088607592
13170,"St. Joseph County, IN, 2007","St. Joseph County, IN","St. Joseph, IN",2,2007,3308,248322,13.32,51390,64.37,3287.77,26.65,38.68,41.6167,-86.2899,44.78,50.6,35696,12320158,-13.32,34.31,49.61363874,0.206949042,0.195763875,2,23.6,7.088607592
13171,"St. Joseph County, IN, 2007","St. Joseph County, IN","St. Joseph, IN",3,2007,17,NA,NA,NA,NA,3253.59,25.35,38.41,41.6167,-86.2899,44.78,50.6,35696,12320158,NA,NA,NA,NA,0.195763875,2,23.6,7.088607592
10637,"Pinellas County, FL, 2012","Pinellas County, FL","Pinellas, FL",3,2012,54,NA,NA,NA,NA,3228.94,30.33,37.98,27.9199,-82.7256,56.83,74.1,43720,39862377,NA,NA,NA,NA,0.157558891,1,27.2,7.089062173
10638,"Pinellas County, FL, 2012","Pinellas County, FL","Pinellas, FL",2,2012,7328,842951,8.69,136074,53.85,3259.2,27.95,38.62,27.9199,-82.7256,56.83,74.1,43720,39862377,-8.69,38.94,47.28907967,0.161425753,0.157558891,1,27.2,7.089062173
10639,"Pinellas County, FL, 2012","Pinellas County, FL","Pinellas, FL",1,2012,1065,78368,13.59,17392,61.24,3325.75,27.5,38.77,27.9199,-82.7256,56.83,74.1,43720,39862377,-13.59,34.04,508.656301,0.221927317,0.157558891,1,27.2,7.089062173
10889,"Polk County, IA, 2012","Polk County, IA","Polk, IA",3,2012,NA,NA,NA,NA,NA,3074.6,27.2,37.6,41.6855,-93.5735,25.03,53.6,46034,31818645,NA,NA,NA,NA,0.075632733,2,34.3,7.089628652
10890,"Polk County, IA, 2012","Polk County, IA","Polk, IA",2,2012,6011,408823,14.7,85942,69.94,3344.38,28.33,38.64,41.6855,-93.5735,25.03,53.6,46034,31818645,-14.7,32.93,77.82987992,0.210218114,0.075632733,2,34.3,7.089628652
10891,"Polk County, IA, 2012","Polk County, IA","Polk, IA",1,2012,718,34887,20.58,7861,91.34,3345.92,26.81,38.71,41.6855,-93.5735,25.03,53.6,46034,31818645,-20.58,27.05,912.0487574,0.225327486,0.075632733,2,34.3,7.089628652
10025,"Orange County, CA, 2014","Orange County, CA","Orange, CA",3,2014,560,NA,NA,NA,NA,3328.31,32.08,38.91,33.7031,-117.7609,7.63,67,56344,199942356,NA,NA,NA,NA,0.087942992,1,36.6,7.090379971
10026,"Orange County, CA, 2014","Orange County, CA","Orange, CA",2,2014,21563,2065194,10.44,391801,55.04,3291.74,31.78,38.81,33.7031,-117.7609,7.63,67,56344,199942356,-10.44,37.19,96.81528999,0.189716317,0.087942992,1,36.6,7.090379971
10027,"Orange County, CA, 2014","Orange County, CA","Orange, CA",1,2014,16472,1080321,15.25,256537,64.21,3301.12,28.21,38.65,33.7031,-117.7609,7.63,67,56344,199942356,-15.25,32.38,185.0768022,0.23746368,0.087942992,1,36.6,7.090379971
6692,"Kennebec County, ME, 2017","Kennebec County, ME","Kennebec, ME",3,2017,NA,NA,NA,NA,NA,0,0,0,44.4091,-69.7673,44.27,45.6,42701,4960714,NA,NA,NA,NA,0.127145566,4,29.7,7.090985838
6693,"Kennebec County, ME, 2017","Kennebec County, ME","Kennebec, ME",2,2017,1113,119933,9.28,20813,53.48,3324.44,28.19,38.82,44.4091,-69.7673,44.27,45.6,42701,4960714,-9.28,38.35,41.36237733,0.173538559,0.127145566,4,29.7,7.090985838
6694,"Kennebec County, ME, 2017","Kennebec County, ME","Kennebec, ME",1,2017,19,1888,10.06,434,43.78,3049.89,26.84,38.26,44.4091,-69.7673,44.27,45.6,42701,4960714,-10.06,37.57,2627.496822,0.229872881,0.127145566,4,29.7,7.090985838
